[12-Dec-2020 10:27:26 Asia/Krasnoyarsk] PHP Warning:  mysqli_real_escape_string() expects exactly 2 parameters, 1 given in /var/www/html/library/sqlquery.class.php on line 366
[12-Dec-2020 10:27:26 Asia/Krasnoyarsk] PHP Warning:  mysqli_real_escape_string() expects exactly 2 parameters, 1 given in /var/www/html/library/sqlquery.class.php on line 366
[12-Dec-2020 10:27:43 Asia/Krasnoyarsk] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[12-Dec-2020 10:27:43 Asia/Krasnoyarsk] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 163
[12-Dec-2020 10:27:43 Asia/Krasnoyarsk] PHP Warning:  mysqli_real_escape_string() expects exactly 2 parameters, 1 given in /var/www/html/library/sqlquery.class.php on line 366
[12-Dec-2020 10:27:43 Asia/Krasnoyarsk] PHP Warning:  mysqli_real_escape_string() expects exactly 2 parameters, 1 given in /var/www/html/library/sqlquery.class.php on line 366
[12-Dec-2020 10:27:59 Asia/Krasnoyarsk] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[12-Dec-2020 10:27:59 Asia/Krasnoyarsk] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 163
[12-Dec-2020 10:28:23 Asia/Krasnoyarsk] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[12-Dec-2020 10:28:23 Asia/Krasnoyarsk] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 163
[12-Dec-2020 10:28:50 Asia/Krasnoyarsk] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[12-Dec-2020 10:28:50 Asia/Krasnoyarsk] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 163
[12-Dec-2020 10:31:21 Asia/Krasnoyarsk] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[12-Dec-2020 10:31:21 Asia/Krasnoyarsk] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 163
[12-Dec-2020 10:31:28 Asia/Krasnoyarsk] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[12-Dec-2020 10:31:28 Asia/Krasnoyarsk] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 163
[27-Dec-2020 08:12:46 Europe/Berlin] PHP Deprecated:  Function get_magic_quotes_gpc() is deprecated in /var/www/html/library/shared.php on line 28
[27-Dec-2020 08:12:46 Europe/Berlin] PHP Notice:  Undefined index: Authorization in /var/www/html/library/shared.php on line 168
[27-Dec-2020 08:12:46 Europe/Berlin] PHP Fatal error:  Uncaught Exception: Cannot auto load file in /var/www/html/library/shared.php:140
Stack trace:
#0 [internal function]: __autoload('CategoriesContr...')
#1 /var/www/html/library/shared.php(114): method_exists('CategoriesContr...', 'index')
#2 /var/www/html/library/shared.php(190): callHook()
#3 /var/www/html/library/bootstrap.php(6): require_once('/var/www/html/l...')
#4 /var/www/html/public/index.php(18): require_once('/var/www/html/l...')
#5 /var/www/html/index.php(6): require_once('/var/www/html/p...')
#6 {main}
  thrown in /var/www/html/library/shared.php on line 140
